CSI_DATA,AP,08:25:25:19:16:FF,-46,11,0,0,0,0,0,0,0,0,0,-93,0,8,0,5702858,0,30,0,0,5.934000,128,[30 -32 1 0 20 -12 19 -12 19 -13 18 -13 18 -14 17 -14 17 -15 16 -16 16 -16 16 -17 16 -16 15 -17 15 -18 14 -18 15 -1
8 15 -19 15 -18 15 -19 15 -18 15 -18 16 -18 17 -17 18 -16 19 -14 20 -12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 -12 24 -10 25 -8 25 -6 26 -5 25 -4 26 -4 25 -3 25 -3 25 -2 25 -2 24 -2 24 -2 24 -3 23 -3 24
 -5 23 -5 23 -5 22 -5 22 -6 22 -7 22 -8 21 -8 22 -9 22 -9 22 -10 ]
CSI_DATA,AP,08:25:25:19:16:FF,-46,11,0,0,0,0,0,0,0,0,0,-93,0,8,0,7001046,0,121,0,0,7.232487,128,[121 16 7 0 -23 7 -22 8 -22 9 -21 9 -20 10 -20 10 -20 11 -19 12 -19 12 -19 13 -19 13 -18 13 -18 14 -17 15 -17 16 -
18 16 -18 15 -18 16 -18 15 -18 15 -18 15 -20 14 -21 13 -21 11 -22 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -27 3 -26 2 -28 0 -27 -1 -27 -3 -26 -3 -26 -4 -25 -4 -25 -4 -25 -5 -26 -5 -25 -5 -24 -5 -24 -4 -2
3 -3 -25 -2 -23 -2 -24 -1 -23 0 -24 1 -23 1 -23 3 -24 2 -24 3 -24 4 -23 5 ]
CSI_DATA,AP,08:25:25:19:16:FF,-46,11,0,0,0,0,0,0,0,0,0,-93,0,8,0,7002970,0,169,0,0,7.236519,128,[-87 16 10 0 23 -2 22 -3 22 -4 21 -4 22 -5 21 -5 21 -6 21 -8 21 -8 20 -9 21 -9 21 -9 21 -10 20 -11 20 -12 20 -12 2
0 -11 20 -11 21 -11 21 -11 22 -10 22 -9 22 -8 23 -6 23 -4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 1 26 4 25 5 25 7 24 8 24 8 24 9 23 9 23 9 22 10 23 9 23 10 22 9 22 9 22 8 22 7 22 6 22 6 22 5 22 5 22 4 2
3 3 22 3 23 2 23 1 23 0 ]
CSI_DATA,AP,08:25:25:19:16:FF,-46,11,0,0,0,0,0,0,0,0,0,-93,0,8,0,7011480,0,121,0,0,7.242621,128,[121 16 7 0 -15 -20 -15 -19 -15 -19 -15 -18 -16 -18 -16 -17 -17 -17 -17 -16 -18 -16 -18 -15 -19 -15 -19 -15 -19 -1
