type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,3C:61:05:12:7D:CC,-64,11,0,0,0,0,0,0,0,0,0,-94,0,8,1,5659469,0,37,0,0,5.980789,128,[37 80 2 0 0 0 0 0 0 0 0 0 -6 18 -6 17 -6 18 -7 19 -7 17 -8 16 -8 17 -9 15 -8 17 -10 15 -10 17 -11 17 -10 15 -10 15 -9 14 -9 16 -9 14 -9 13 -9 13 -9 14 -8 13 -9 14 -9 12 -8 13 -8 15 -8 14 0 0 -7 14 -6 15 -6 15 -6 14 -5 14 -5 15 -5 15 -5 14 -4 14 -5 14 -5 15 -4 14 -4 15 -4 15 -4 15 -3 15 -3 16 -3 16 -3 15 -2 15 -2 15 -2 16 -2 16 -2 16 -2 16 -2 16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-64,11,0,0,0,0,0,0,0,0,0,-94,0,8,1,5662970,0,37,0,0,6.11721,128,[37 80 2 0 0 0 0 0 0 0 0 0 19 1 18 2 20 2 20 3 19 4 17 4 18 5 17 5 17 5 17 6 18 5 18 6 17 5 17 6 15 6 18 6 15 6 15 6 15 6 15 6 14 6 15 6 14 5 15 4 16 4 16 4 0 0 15 3 15 4 16 3 15 3 14 2 15 2 16 2 15 2 15 1 15 1 16 1 15 0 15 0 15 1 15 1 16 0 17 -1 15 -1 16 -1 16 -1 15 -1 16 -1 16 -2 17 -2 16 -2 16 -2 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-69,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5735212,0,84,0,0,6.5622,384,[84 -64 4 0 0 0 0 0 0 0 0 0 13 4 11 3 12 4 12 5 12 5 11 5 10 5 11 5 11 6 11 6 10 6 11 6 9 7 9 7 9 6 10 7 9 7 9 6 9 6 9 6 9 6 9 6 9 6 8 6 9 7 8 5 0 0 9 4 9 5 9 4 9 4 8 4 10 3 9 4 9 3 9 3 10 3 9 3 10 3 9 3 9 2 10 3 9 2 10 2 9 1 9 1 9 0 10 0 10 0 11 1 10 0 10 1 10 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-69,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5740777,0,84,0,0,6.81089,384,[84 -64 4 0 0 0 0 0 0 0 0 0 14 1 14 1 15 2 15 2 15 3 14 3 13 4 13 4 13 5 13 5 13 6 13 6 12 5 13 7 11 5 11 6 11 5 11 5 11 5 11 6 11 5 11 5 10 5 10 5 11 5 11 4 0 0 11 4 11 4 11 4 11 3 10 4 11 3 11 3 11 3 11 2 11 2 10 2 11 1 10 2 11 1 11 1 11 0 12 1 11 0 11 0 11 -1 11 -1 11 0 12 0 11 -1 11 0 12 -1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5746539,0,84,0,0,6.116818,384,[84 -64 4 0 0 0 0 0 0 0 0 0 11 7 11 8 11 8 10 9 10 9 9 8 9 9 9 9 9 9 8 9 8 10 8 10 7 10 7 9 7 10 7 9 7 9 7 9 7 9 7 9 6 9 6 9 6 8 6 8 6 9 7 8 0 0 7 8 7 8 7 8 7 7 6 7 7 7 8 7 7 6 7 7 8 6 7 6 8 6 8 6 8 5 8 5 9 5 9 5 9 5 9 4 9 4 9 4 9 4 9 4 10 4 10 5 9 3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5752837,0,84,0,0,6.148862,384,[84 -64 4 0 0 0 0 0 0 0 0 0 8 10 7 10 9 11 8 12 7 12 6 11 6 11 6 10 5 11 5 12 5 12 4 12 4 12 4 11 3 11 4 12 4 11 3 10 3 11 3 11 3 10 4 11 3 10 3 10 3 11 4 10 0 0 4 10 4 10 4 10 4 9 4 9 5 10 4 9 5 8 5 8 5 8 5 9 5 8 5 8 6 8 6 8 6 8 7 8 6 8 7 7 7 6 7 8 7 7 8 7 8 7 7 7 8 6 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5757547,0,84,0,0,6.182529,384,[84 -64 4 0 0 0 0 0 0 0 0 0 9 9 9 8 9 10 8 10 8 11 7 10 8 10 6 10 6 10 6 11 6 12 6 11 5 11 5 11 5 11 5 10 5 11 5 10 5 10 5 11 4 9 5 10 5 9 5 10 4 10 5 10 0 0 5 9 6 10 5 9 5 8 5 8 6 8 6 9 6 8 7 8 7 7 6 7 6 7 7 7 7 6 7 7 8 7 8 7 8 6 8 6 8 5 8 6 9 6 9 6 9 6 8 6 9 5 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5762617,0,84,0,0,6.215613,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -1 -14 -1 -14 0 -15 1 -15 0 -16 1 -14 1 -13 2 -13 2 -14 2 -14 3 -14 3 -13 3 -13 3 -14 3 -13 3 -13 3 -12 2 -12 2 -12 3 -13 3 -12 2 -12 2 -12 2 -12 2 -12 2 -12 0 0 1 -11 1 -11 1 -11 0 -11 1 -11 0 -12 1 -12 0 -11 -1 -11 -1 -11 -1 -11 -1 -11 -1 -11 -2 -11 -2 -11 -2 -11 -3 -12 -3 -10 -3 -11 -4 -10 -4 -11 -4 -12 -4 -12 -4 -11 -4 -11 -4 -11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5768506,0,84,0,0,6.257452,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -15 -2 -14 -2 -15 -3 -14 -4 -15 -3 -13 -3 -13 -4 -13 -4 -13 -5 -13 -6 -13 -6 -13 -6 -12 -6 -13 -6 -11 -6 -12 -6 -11 -6 -11 -6 -11 -5 -11 -6 -11 -7 -11 -5 -11 -6 -11 -6 -11 -6 -11 -5 0 0 -11 -5 -11 -5 -11 -5 -10 -4 -11 -4 -11 -4 -11 -4 -10 -3 -11 -3 -11 -2 -11 -3 -10 -3 -11 -3 -11 -2 -10 -3 -11 -2 -12 -2 -11 -1 -11 -1 -11 -1 -11 -1 -12 -1 -12 -1 -11 0 -11 -1 -11 0 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,3C:61:05:12:7D:CC,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,5773683,0,84,0,0,6.30189,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -13 6 -13 6 -13 6 -14 5 -14 5 -13 4 -13 4 -12 4 -13 4 -14 3 -13 4 -13 2 -13 3 -13 2 -13 2 -13 3 -12 2 -12 2 -12 2 -12 2 -12 2 -12 3 -11 1 -12 2 -13 2 -11 2 0 0 -11 3 -11 3 -11 3 -10 3 -11 3 -11 4 -11 4 -10 4 -10 4 -9 5 -10 5 -9 5 -10 5 -9 5 -9 5 -9 6 -10 6 -8 6 -8 6 -8 7 -9 7 -8 7 -8 7 -8 7 -9 7 -8 8 0 0 0 0 0 0 0 0 0 0 ]
