SIG_MEAN,SIG_MEDIAN,SIG_STDD,SIG_IQR,SIG_SCM,SIG_TCM,SIG_KURT,SIG_SKEW,PSD_MEAN,PSD_MAX,PSD_STDD,PSD_IQR,PSD_KURT,PSD_SKEW,LABEL
-0.0700202308592193,-0.48333316246851044,2.821668039017682,4.032540370853024,7.948429328258572,12.494532844263201,-0.405588322328323,0.5575682651817488,2.2742974445793216,171.86790793865137,24.043066847091154,0.7937408719122534,35.62469369576263,0.7804220053568915,jump
0.1290876439785461,-0.007292970758917558,2.1590132926321477,2.5972089633844293,4.653504215581195,0.2554820354163925,-0.24560667412580672,0.02545014142315399,0.7761437889665567,39.15148306424325,9.346930468072552,1.4908184484468636,47.78394356739445,-3.932841328589755,jump
0.07249396064885266,0.1705375899904805,1.4780633858320178,1.2848160813049896,2.180999655944709,-10.009822603588656,32.786343068461655,-3.1077278895522142,0.30788453274888905,17.567552043416715,2.6741796810874066,1.5231415924897793,14.307558406676435,2.07836315061654,jump
-0.03726224865521819,-0.04805913596796645,1.3393539166148187,0.8249860892298373,1.7908540082137214,-32.78639773922098,282.7172933807732,-13.680545920234822,0.18058810153595956,6.022750263361837,1.35258790417046,0.9916715764715298,6.631702199558504,1.9159166075077039,jump
0.07947382146635205,0.023487805922167378,1.0664365731597218,1.6822672536396912,1.1353755579095035,0.09074807514352262,-0.5624127734202062,0.07501154507615236,0.21407369514027028,20.73793291152494,2.820337854111685,0.24663174627457235,31.783073478189884,1.7486015683420293,jump
-0.1471277025509403,-0.22149087426073208,0.8843357463721987,1.167691674372488,0.7807353430472845,0.23226106869501784,-0.3117728392791834,0.33668259063295614,0.12337450813124787,12.750212937817714,3.321750135456944,0.12476503342115962,48.134689134848244,-4.372860570039292,jump
0.8424703196489742,0.64421603657145,3.6465734947709656,4.117053033087837,13.275111892071243,20.470847116586352,1.0142236323453595,0.4232320318513949,0.651804811042697,56.16907312746119,16.542861109288665,2.5379025222925846,25.250365485371702,-2.59515189045442,jump
-0.040930858128656836,-0.13721011418371118,1.6906253687735242,1.6659924808383324,2.8534023292282567,-0.765072148803183,0.8292426238401549,-0.1587295830104994,0.2515723600667048,32.857375737767036,5.563036294435263,0.6356745911512762,45.16974406774684,-2.5844493387904044,jump
-0.011867318407740036,0.01598311834915907,1.4092233056935963,0.3686465313504588,1.9825670419340444,-61.60427270024554,518.4262292363869,-22.068306714479135,0.13799040889196712,5.79589976248176,1.069346759844613,0.24694937458480393,19.56033414242661,4.2223010529356975,jump
0.11060169431807731,0.2909044461377211,1.3087577698870934,1.1862148154723986,1.7099633195997037,-2.7253254871729684,3.67114382977533,-1.2188161102657165,0.35939896190434667,11.712573638213236,2.367633699651587,0.2083547225836025,16.53171052416407,1.32737185107258,jump
-0.04352600920894469,-0.0056246546192139,0.5537674580953443,0.5929118904579272,0.3061421377166831,-0.04142677511902234,0.8504718074240705,-0.2445662143509462,0.06131190509547449,2.4591488951527616,0.4982254493024458,0.01424872125750312,14.6392932368578,0.46161627639407965,jump
