CSI_DATA,AP,F0:08:D1:D8:96:30,-63,11,0,0,0,0,0,0,0,0,0,-94,0,8,1,1976220,0,37,0,0,2.203897,128,[37 80 2 0 0 0 0 0 0 0 0 0 8 -17 8 -17 9 -17 10 -17 10 -16 10 -16 11 -17 11 -16 12 -16 12 -15 13 -15 14 -14 13 -15 13 -13 13 -15 13 -15 13 -14 12 -14 13 -14 13 -14 12 -14 12 -14 13 -14 13 -14 13 -14 13 -14 0 0 12 -15 12 -15 12 -14 11 -15 11 -15 11 -15 10 -15 10 -17 10 -17 10 -16 10 -17 10 -17 10 -17 10 -17 10 -17 9 -18 9 -18 9 -18 8 -19 9 -19 8 -20 9 -20 9 -20 9 -20 9 -20 9 -21 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-64,11,0,0,0,0,0,0,0,0,0,-94,0,8,1,1985220,0,37,0,0,2.212326,128,[37 80 2 0 0 0 0 0 0 0 0 0 -5 18 -5 18 -7 18 -6 18 -7 18 -7 17 -8 17 -9 17 -9 17 -9 17 -9 16 -10 17 -10 16 -10 16 -11 16 -10 16 -10 15 -10 15 -10 15 -10 15 -10 15 -10 15 -10 15 -9 16 -9 16 -10 15 0 0 -10 16 -9 16 -9 16 -8 17 -8 16 -8 16 -8 17 -8 16 -7 17 -7 17 -6 18 -6 18 -6 18 -6 18 -6 18 -6 19 -6 18 -5 19 -6 19 -5 19 -5 19 -5 19 -4 20 -5 20 -4 20 -5 20 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-64,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,1987090,0,84,0,0,2.216454,384,[84 -64 4 0 0 0 0 0 0 0 0 0 9 -10 10 -9 10 -9 11 -9 10 -8 10 -8 11 -8 10 -8 11 -8 11 -8 11 -7 11 -7 11 -7 11 -7 11 -7 11 -7 11 -7 11 -6 10 -6 11 -6 11 -6 11 -6 11 -7 10 -7 10 -7 10 -7 0 0 10 -7 10 -7 10 -7 10 -7 10 -7 10 -7 10 -8 10 -8 10 -8 9 -8 9 -9 10 -10 10 -9 9 -9 9 -10 9 -9 10 -10 9 -10 9 -10 9 -10 10 -11 10 -11 11 -11 9 -12 9 -12 9 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-64,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,1992781,0,84,0,0,2.220991,384,[84 -64 4 0 0 0 0 0 0 0 0 0 5 -14 6 -14 6 -14 7 -15 8 -13 8 -13 8 -13 9 -12 8 -12 9 -12 9 -13 9 -13 9 -12 9 -12 10 -12 9 -11 9 -11 9 -12 9 -10 9 -12 9 -10 9 -11 9 -11 8 -11 9 -11 9 -11 0 0 9 -11 8 -10 8 -11 8 -11 8 -12 7 -12 7 -11 7 -12 7 -13 6 -13 5 -13 6 -13 5 -13 6 -14 6 -13 6 -14 5 -13 5 -14 5 -14 5 -14 5 -15 5 -14 4 -14 4 -14 4 -15 4 -15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-65,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,1997765,0,84,0,0,2.224804,384,[84 -64 4 0 0 0 0 0 0 0 0 0 7 -13 8 -14 8 -13 9 -13 10 -13 10 -12 10 -12 10 -11 10 -12 10 -11 11 -11 11 -11 11 -11 11 -10 12 -10 11 -10 11 -10 10 -9 10 -10 11 -9 10 -9 11 -9 10 -9 9 -9 10 -9 10 -9 0 0 10 -9 9 -10 9 -10 9 -10 9 -10 8 -10 9 -10 8 -10 8 -10 8 -10 7 -11 8 -11 8 -11 8 -11 7 -11 7 -12 7 -12 7 -12 7 -12 7 -12 7 -13 6 -12 6 -12 6 -13 6 -13 6 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-66,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,2002664,0,84,0,0,2.229448,384,[84 -64 4 0 0 0 0 0 0 0 0 0 16 -2 16 -3 16 -1 17 -1 16 0 16 1 16 0 16 1 16 2 16 1 16 3 15 3 15 3 15 3 15 3 15 2 15 3 15 3 14 3 14 2 13 3 14 2 14 3 14 2 14 3 13 2 0 0 13 2 14 1 13 1 14 1 13 1 13 1 14 0 13 0 14 0 14 0 13 0 13 -1 13 -2 13 -1 13 -2 14 -2 14 -2 13 -2 13 -3 13 -3 14 -3 13 -3 14 -3 13 -4 13 -4 13 -4 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-68,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,2007680,0,84,0,0,2.234468,384,[84 -64 4 0 0 0 0 0 0 0 0 0 13 11 13 11 12 13 12 12 11 13 10 12 11 14 9 14 9 13 9 14 9 14 8 15 8 14 8 14 7 14 8 14 7 14 7 13 8 13 7 14 7 14 7 13 7 13 8 13 8 14 7 13 0 0 7 13 8 13 8 12 8 12 9 11 8 12 8 12 9 12 8 12 9 11 10 11 9 11 11 11 10 10 10 11 11 10 11 11 11 10 11 10 11 10 11 10 11 10 12 10 11 9 12 9 12 10 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-66,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,2012732,0,84,0,0,2.239516,384,[84 -64 4 0 0 0 0 0 0 0 0 0 11 13 11 13 10 14 9 14 9 15 8 14 8 14 7 15 7 15 7 16 7 16 7 15 6 15 6 15 7 14 6 15 6 14 6 15 5 14 6 14 6 14 6 14 6 14 6 14 5 14 6 13 0 0 7 13 7 13 7 13 8 13 7 12 7 12 8 12 8 12 9 12 9 12 9 11 9 12 9 11 10 10 10 11 10 11 11 10 10 9 10 10 10 9 11 9 11 9 12 10 12 9 12 10 12 9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-66,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,2017791,0,84,0,0,2.245276,384,[84 -64 4 0 0 0 0 0 0 0 0 0 -12 -11 -11 -11 -10 -13 -9 -14 -12 -14 -11 -12 -10 -14 -10 -13 -10 -14 -8 -13 -8 -14 -8 -14 -8 -13 -8 -14 -7 -14 -8 -14 -7 -13 -8 -13 -7 -13 -7 -13 -7 -13 -7 -13 -7 -13 -7 -13 -6 -13 -7 -12 0 0 -8 -11 -8 -12 -8 -12 -9 -11 -8 -11 -9 -11 -8 -12 -9 -11 -9 -12 -9 -11 -10 -10 -10 -11 -10 -10 -10 -10 -11 -10 -10 -9 -11 -9 -11 -10 -12 -10 -11 -10 -12 -10 -12 -9 -12 -9 -12 -9 -12 -10 -12 -8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,F0:08:D1:D8:96:30,-65,11,1,3,1,1,1,1,0,0,0,-94,1,8,1,2022783,0,84,0,0,2.250188,384,[84 -64 4 0 0 0 0 0 0 0 0 0 12 9 11 9 12 9 11 9 10 9 10 11 10 10 9 11 8 12 9 11 8 11 8 12 8 12 8 12 7 12 7 12 8 11 7 12 7 11 7 11 7 12 7 11 7 11 7 11 7 11 7 10 0 0 8 11 8 11 8 10 9 10 8 10 8 9 8 10 9 9 9 10 9 9 10 9 10 9 10 9 11 8 11 8 10 8 11 8 11 8 11 8 11 8 12 8 12 9 12 7 12 8 13 8 13 7 0 0 0 0 0 0 0 0 0 0 ]
